train_loss,train_acc,epoch,step,dev_loss,dev_acc_haha
0.18326349556446075,0.96875,2,3599,,
0.20605316758155823,0.9375,2,3649,,
0.29798200726509094,0.90625,2,3699,,
0.11751604080200195,0.9375,2,3749,,
0.3960210382938385,0.84375,2,3799,,
0.24651667475700378,0.875,2,3849,,
0.40831899642944336,0.9375,2,3899,,
0.17217124998569489,0.90625,2,3949,,
0.16535036265850067,0.9375,2,3999,,
0.3717685341835022,0.875,2,4049,,
0.37288686633110046,0.875,2,4099,,
0.32575884461402893,0.90625,2,4149,,
0.1410864144563675,1.0,2,4199,,
0.263439416885376,0.90625,2,4249,,
0.33839842677116394,0.90625,2,4299,,
0.48869094252586365,0.84375,2,4349,,
0.2698788344860077,0.90625,2,4399,,
0.32142072916030884,0.90625,2,4449,,
0.3574448525905609,0.90625,2,4499,,
,,2,4499,0.2889672517776489,0.92208331823349
0.12830018997192383,0.96875,3,4549,,
0.32385963201522827,0.90625,3,4599,,
0.20912009477615356,0.90625,3,4649,,
0.05707067623734474,1.0,3,4699,,
0.5366217494010925,0.875,3,4749,,
0.5306963324546814,0.90625,3,4799,,
0.10128764808177948,0.96875,3,4849,,
0.32455021142959595,0.9375,3,4899,,
0.1358330249786377,0.9375,3,4949,,
0.4546775817871094,0.875,3,4999,,
0.16747194528579712,0.9375,3,5049,,
0.08172394335269928,1.0,3,5099,,
0.38544759154319763,0.875,3,5149,,
0.11002813279628754,0.96875,3,5199,,
0.7941211462020874,0.90625,3,5249,,
0.21172063052654266,0.90625,3,5299,,
0.5128529667854309,0.90625,3,5349,,
0.24224694073200226,0.9375,3,5399,,
0.3525841534137726,0.9375,3,5449,,
0.27666860818862915,0.90625,3,5499,,
0.32010748982429504,0.875,3,5549,,
0.28370752930641174,0.90625,3,5599,,
0.33853578567504883,0.84375,3,5649,,
0.10594326257705688,0.96875,3,5699,,
0.18099410831928253,0.90625,3,5749,,
0.2427472472190857,0.90625,3,5799,,
0.2747122347354889,0.90625,3,5849,,
0.32519474625587463,0.90625,3,5899,,
0.053042199462652206,1.0,3,5949,,
0.16376331448554993,0.9375,3,5999,,
,,3,5999,0.3033643066883087,0.9182500243186951
0.3541567623615265,0.90625,4,6049,,
0.12697497010231018,0.9375,4,6099,,
0.2296939492225647,0.9375,4,6149,,
0.2339126616716385,0.90625,4,6199,,
0.3070145845413208,0.875,4,6249,,
0.11443594098091125,0.96875,4,6299,,
0.8025020360946655,0.78125,4,6349,,
0.055038195103406906,1.0,4,6399,,
0.3460192084312439,0.9375,4,6449,,
0.1460050493478775,0.9375,4,6499,,
0.09114743024110794,0.96875,4,6549,,
0.22209641337394714,0.90625,4,6599,,
0.08347875624895096,0.96875,4,6649,,
0.3128257095813751,0.84375,4,6699,,
0.14459550380706787,0.96875,4,6749,,
0.7792599201202393,0.84375,4,6799,,
0.3906455636024475,0.875,4,6849,,
0.31308361887931824,0.84375,4,6899,,
0.26304787397384644,0.9375,4,6949,,
0.5329216718673706,0.875,4,6999,,
0.22876517474651337,0.875,4,7049,,
0.264443576335907,0.875,4,7099,,
0.7852275371551514,0.8125,4,7149,,
0.19104734063148499,0.96875,4,7199,,
0.11005233973264694,0.9375,4,7249,,
0.16376623511314392,0.9375,4,7299,,
0.1688714176416397,0.9375,4,7349,,
0.06564202904701233,1.0,4,7399,,
0.11121124029159546,0.96875,4,7449,,
0.21276696026325226,0.9375,4,7499,,
,,4,7499,0.3110817074775696,0.9165833592414856
0.28923100233078003,0.875,5,7549,,
0.5698984265327454,0.8125,5,7599,,
0.13470494747161865,0.96875,5,7649,,
0.13586458563804626,0.96875,5,7699,,
0.14749537408351898,0.96875,5,7749,,
0.1590367555618286,0.96875,5,7799,,
0.4597944915294647,0.90625,5,7849,,
0.1369561105966568,0.90625,5,7899,,
0.2847976088523865,0.875,5,7949,,
0.13881957530975342,0.96875,5,7999,,
0.16406288743019104,0.9375,5,8049,,
0.15961718559265137,0.96875,5,8099,,
0.3017006814479828,0.96875,5,8149,,
0.07952471822500229,1.0,5,8199,,
0.14533130824565887,0.90625,5,8249,,
0.3557797074317932,0.84375,5,8299,,
0.21963965892791748,0.90625,5,8349,,
0.35411518812179565,0.9375,5,8399,,
0.8398541212081909,0.84375,5,8449,,
0.5098539590835571,0.84375,5,8499,,
0.334134578704834,0.875,5,8549,,
0.20959877967834473,0.875,5,8599,,
0.25418728590011597,0.96875,5,8649,,
0.3714296519756317,0.90625,5,8699,,
0.2731371521949768,0.90625,5,8749,,
0.06378819793462753,1.0,5,8799,,
0.632696270942688,0.84375,5,8849,,
0.24755364656448364,0.90625,5,8899,,
0.04351477697491646,1.0,5,8949,,
0.21191562712192535,0.9375,5,8999,,
,,5,8999,0.32196784019470215,0.9082499742507935
0.2214241623878479,0.90625,6,9049,,
0.2243158221244812,0.90625,6,9099,,
0.4391540586948395,0.84375,6,9149,,
0.29817792773246765,0.875,6,9199,,
0.3156627416610718,0.90625,6,9249,,
0.8497472405433655,0.78125,6,9299,,
0.18596906960010529,0.90625,6,9349,,
0.17262688279151917,0.9375,6,9399,,
0.45684218406677246,0.90625,6,9449,,
0.3262077271938324,0.90625,6,9499,,
0.25588202476501465,0.90625,6,9549,,
0.09652943909168243,0.96875,6,9599,,
0.10523215681314468,1.0,6,9649,,
0.23941221833229065,0.90625,6,9699,,
0.14328327775001526,1.0,6,9749,,
0.402763307094574,0.9375,6,9799,,
0.24346518516540527,0.90625,6,9849,,
0.21363261342048645,0.90625,6,9899,,
0.11916036903858185,0.96875,6,9949,,
0.30643728375434875,0.90625,6,9999,,
0.14669187366962433,0.9375,6,10049,,
0.13447028398513794,0.96875,6,10099,,
0.16162416338920593,0.96875,6,10149,,
0.23829174041748047,0.9375,6,10199,,
0.19637581706047058,0.9375,6,10249,,
0.13134513795375824,0.96875,6,10299,,
0.25169312953948975,0.90625,6,10349,,
0.07899359613656998,1.0,6,10399,,
0.21277162432670593,0.96875,6,10449,,
0.17438487708568573,0.9375,6,10499,,
,,6,10499,0.29925140738487244,0.9200833439826965
0.12670764327049255,0.9375,7,10549,,
0.043122921139001846,1.0,7,10599,,
0.07872482389211655,1.0,7,10649,,
0.1948193907737732,0.9375,7,10699,,
0.18967187404632568,0.9375,7,10749,,
0.0629778802394867,0.96875,7,10799,,
0.4492790699005127,0.84375,7,10849,,
0.2722158432006836,0.90625,7,10899,,
0.6293368339538574,0.84375,7,10949,,
0.3475154638290405,0.90625,7,10999,,
0.12772829830646515,0.96875,7,11049,,
0.45535412430763245,0.90625,7,11099,,
0.3418165445327759,0.875,7,11149,,
0.08181408047676086,1.0,7,11199,,
0.4431072473526001,0.875,7,11249,,
0.15030348300933838,0.9375,7,11299,,
0.32805830240249634,0.84375,7,11349,,
0.2777857184410095,0.90625,7,11399,,
0.508716881275177,0.875,7,11449,,
0.25493934750556946,0.9375,7,11499,,
0.0761193335056305,0.96875,7,11549,,
0.16009028255939484,0.9375,7,11599,,
0.24424585700035095,0.875,7,11649,,
1.1260546445846558,0.75,7,11699,,
0.09777574241161346,0.96875,7,11749,,
0.6994558572769165,0.8125,7,11799,,
0.21468785405158997,0.9375,7,11849,,
0.11619068682193756,0.96875,7,11899,,
0.10880272090435028,1.0,7,11949,,
0.2001669555902481,0.9375,7,11999,,
,,7,11999,0.32243770360946655,0.9104999899864197
0.08031421899795532,1.0,8,12049,,
0.13719530403614044,0.9375,8,12099,,
0.030126648023724556,1.0,8,12149,,
0.14839865267276764,0.90625,8,12199,,
0.10935889184474945,0.96875,8,12249,,
0.2550356984138489,0.90625,8,12299,,
0.1007610410451889,0.96875,8,12349,,
0.3063310980796814,0.90625,8,12399,,
0.11466409265995026,0.96875,8,12449,,
0.5203472375869751,0.90625,8,12499,,
0.7114647626876831,0.84375,8,12549,,
0.30513694882392883,0.90625,8,12599,,
0.22806145250797272,0.84375,8,12649,,
0.11276374012231827,0.96875,8,12699,,
0.2370733916759491,0.90625,8,12749,,
0.19449865818023682,0.9375,8,12799,,
0.2060803920030594,0.9375,8,12849,,
0.5639193654060364,0.90625,8,12899,,
0.05450432747602463,1.0,8,12949,,
0.21076354384422302,0.90625,8,12999,,
0.12970030307769775,0.96875,8,13049,,
0.22456184029579163,0.90625,8,13099,,
0.7272214293479919,0.8125,8,13149,,
0.32424429059028625,0.875,8,13199,,
0.5119274258613586,0.8125,8,13249,,
0.1422029584646225,0.96875,8,13299,,
0.10930415987968445,0.96875,8,13349,,
0.3451918065547943,0.90625,8,13399,,
0.03188660740852356,1.0,8,13449,,
1.299952745437622,0.875,8,13499,,
,,8,13499,0.29999056458473206,0.9199166893959045
0.20898258686065674,0.875,9,13549,,
0.11259661614894867,0.96875,9,13599,,
0.1564931571483612,0.90625,9,13649,,
0.11230289936065674,0.96875,9,13699,,
0.11111433804035187,0.96875,9,13749,,
0.04389461874961853,1.0,9,13799,,
0.4805704653263092,0.9375,9,13849,,
0.15311123430728912,0.9375,9,13899,,
0.34753820300102234,0.875,9,13949,,
0.13847817480564117,0.96875,9,13999,,
0.24640031158924103,0.90625,9,14049,,
0.20877793431282043,0.875,9,14099,,
0.1926833689212799,0.96875,9,14149,,
0.03834761679172516,1.0,9,14199,,
0.3588763177394867,0.90625,9,14249,,
0.08592990785837173,0.96875,9,14299,,
0.07853208482265472,1.0,9,14349,,
0.1287727952003479,0.9375,9,14399,,
0.37338024377822876,0.78125,9,14449,,
0.26666203141212463,0.96875,9,14499,,
0.08012224733829498,1.0,9,14549,,
0.28778553009033203,0.875,9,14599,,
0.41396358609199524,0.84375,9,14649,,
0.036603011190891266,1.0,9,14699,,
0.07989667356014252,1.0,9,14749,,
0.4572542607784271,0.84375,9,14799,,
0.3237821161746979,0.84375,9,14849,,
0.19450516998767853,0.90625,9,14899,,
0.06604257225990295,1.0,9,14949,,
0.2544056475162506,0.90625,9,14999,,
,,9,14999,0.30899885296821594,0.9193333387374878
